"","tax","ERR525688","ERR525689","ERR525690","ERR525691","ERR525692","ERR525693","ERR525694","ERR525695","ERR525696","ERR525697","ERR525698","ERR525699","ERR525700","ERR525701","ERR525702","ERR525703","ERR525704","ERR525705","ERR525706","ERR525707","ERR525708","ERR525709","ERR525710","ERR525711","ERR525712","ERR525713","ERR525714","ERR525715","ERR525716","ERR525717","ERR525718","ERR525719","ERR525720","ERR525721","ERR525722","ERR525723","ERR525724","ERR525725","ERR525726","ERR525727","ERR525728","ERR525729","ERR525730","ERR525731","ERR525732","ERR525733","ERR525734","ERR525735","ERR525736","ERR525737","ERR525738","ERR525739","ERR525740","ERR525741","ERR525742","ERR525743","ERR525744","ERR525745","ERR525746","ERR525747","ERR525748","ERR525749","ERR525750","ERR525751","ERR525752","ERR525753","ERR525754","ERR525755","ERR525756","ERR525757","ERR525758","ERR525759","ERR525760","ERR525761","ERR525762","ERR525763","ERR525764","ERR525765","ERR525766","ERR525767","ERR525768","ERR525769","ERR525770","ERR525771","ERR525772","ERR525773","ERR525774","ERR525775","ERR525776","ERR525777","ERR525778","ERR525779","ERR525780","ERR525781","ERR525782","ERR525783","ERR525784","ERR525785","ERR525786","ERR525787","ERR525788","ERR525789","ERR525790","ERR525791","ERR525792","ERR525793","ERR525794","ERR525795","ERR525796","ERR525797","ERR525798","ERR525799","ERR525800","ERR525801","ERR525802","ERR525803","ERR525804","ERR525805","ERR525806","ERR525807","ERR525808","ERR525809","ERR525810","ERR525811","ERR525812","ERR525813","ERR525814","ERR525815","ERR525816","ERR525817","ERR525818","ERR525819","ERR525820","ERR525821","ERR525822","ERR525823","ERR525824","ERR525825","ERR525826","ERR525827","ERR525828","ERR525829","ERR525830","ERR525831","ERR525832","ERR525833","ERR525834","ERR525835","ERR525836","ERR525837","ERR525838","ERR525839","ERR525840","ERR525841","ERR525842","ERR525843","ERR525844","ERR525845","ERR525846","ERR525847","ERR525848","ERR525849","ERR525850","ERR525851","ERR525854","ERR525855","ERR525856","ERR525857","ERR525858","ERR525859","ERR525860","ERR525861","ERR525862","ERR525863","ERR525865","ERR525866","ERR525867","ERR525868","ERR525870","ERR525871","ERR525872","ERR525873","ERR525874","ERR525875","ERR525876","ERR525877","ERR525878","ERR525879","ERR525880","ERR525881","ERR525882","ERR525883","ERR525884","ERR525885","ERR525886","ERR525887","ERR525888","ERR525889","ERR525890","ERR525891","ERR525892","ERR525893","ERR525894","ERR525895","ERR525896","ERR525897","ERR525898","ERR525899","ERR525900","ERR525901","ERR525902","ERR525903","ERR525904","ERR525905","ERR525906","ERR525907","ERR525908","ERR525909","ERR525910","ERR525911","ERR525912","ERR525913","ERR525914","ERR525915","ERR525916","ERR525917","ERR525918","ERR525919","ERR525920","ERR525921","ERR525922","ERR525923","ERR525924","ERR525925","ERR525926","ERR525927","ERR525928","ERR525929","ERR525930","ERR525931","ERR525932","ERR525933","ERR525934","ERR525935","ERR525936","ERR525937","ERR525938","ERR525939","ERR525940","ERR525941","ERR525942","ERR525943","ERR525944","ERR525945","ERR525946","ERR525947","ERR525948","ERR525949","ERR525950","ERR525951","ERR525952","ERR525953","ERR525954","ERR525955","ERR525956","ERR525957","ERR525958","ERR525959","ERR525960","ERR525961","ERR525962","ERR525963","ERR525964","ERR525965","ERR525966","ERR525967","ERR525968","ERR525969","ERR525970","ERR525971","ERR525972","ERR525973","ERR525974","ERR525975","ERR525976","ERR525977","ERR525978","ERR525979","ERR525980","ERR525981","ERR525982","ERR525983","ERR525984","ERR525985","ERR525986","ERR525987","ERR525988","ERR525989","ERR525990","ERR525991","ERR525992","ERR525993","ERR525994","ERR525995","ERR525996","ERR525997","ERR525998","ERR525999","ERR526000","ERR526001","ERR526002","ERR526003","ERR526004","ERR526005","ERR526006","ERR526007","ERR526008","ERR526009","ERR526010","ERR526011","ERR526012","ERR526013","ERR526014","ERR526015","ERR526017","ERR526018","ERR526019","ERR526020","ERR526021","ERR526022","ERR526023","ERR526024","ERR526025","ERR526026","ERR526027","ERR526028","ERR526029","ERR526030","ERR526031","ERR526032","ERR526033","ERR526034","ERR526035","ERR526036","ERR526037","ERR526038","ERR526039","ERR526040","ERR526041","ERR526042","ERR526043","ERR526044","ERR526045","ERR526046","ERR526047","ERR526048","ERR526049","ERR526050","ERR526051","ERR526052","ERR526053","ERR526054","ERR526055","ERR526056","ERR526057","ERR526058","ERR526059","ERR526060","ERR526061","ERR526062","ERR526063","ERR526064","ERR526065","ERR526066","ERR526067","ERR526068","ERR526069","ERR526070","ERR526071","ERR526072","ERR526073","ERR526074","ERR526075","ERR526076","ERR526077","ERR526078","ERR526079","ERR526080","ERR526081","ERR526082","ERR526083","ERR526084","ERR526085","ERR526086","ERR526087"
"1328","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._FSL_R7-0331",6,5,4,0,22,0,1,1,0,41,0,20,1,0,29,17,9,0,32,0,53,6,3,0,77,4,1,0,14,27,0,0,20,1,1,0,0,18,1,1,0,35,2,0,0,21,0,0,0,30,0,0,0,26,4,12,1,0,52,31,4,0,2,34,0,31,15,0,0,15,0,19,0,0,0,27,3,10,0,8,0,0,0,20,25,0,1,40,2,1,0,73,2,0,0,12,7,3,0,28,13,1,1,8,13,0,1,9,64,2,0,24,23,32,23,0,24,0,1,0,0,24,59,137,2,70,0,7,0,0,0,9,0,1,0,72,0,0,0,65,1,1,0,26,1,0,0,40,1,17,0,26,7,0,0,11,5,1,0,8,0,0,0,42,0,53,1,0,0,14,0,0,1,1,78,0,24,6,0,61,1,0,0,24,5,0,0,62,2,3,0,0,26,0,13,1,0,4,1,0,0,25,0,19,21,0,4,0,0,21,0,10,4,0,0,16,1,0,0,22,3,2,0,41,2,0,0,18,72,0,0,48,4,5,1,0,21,0,0,29,1,0,0,30,22,0,0,11,3,0,0,10,2,6,3,0,39,1,3,40,1,34,0,8,5,0,0,74,24,11,0,4,1,0,0,19,75,4,0,38,5,5,1,34,12,0,0,11,2,0,0,10,1,0,0,6,0,0,0,4,1,1,0,64,4,0,0,15,15,0,0,17,3,0,10,19,17,0,0,4,1,0,2,10,4,0,13,1,0,0,0,10,0,0,23,1,0,0,119,11,3,1,23,6,0,0,35,11,1,0,41,55,5,10,27,3,1,10,10,2,1,0,10,10,0,0,28,3,8,0,30,8,1,8,18,5,0,1,1,0,8,0,32,1,2,2,70,17,0,1,9,1,0,0,16
"1329","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._IHBB_10380",5,45,18,34,2,0,0,4,0,1,0,3,1,0,45,10,17,0,43,2,2,24,2,0,16,0,1,0,14,13,1,0,6,9,1,7,0,6,3,1,0,4,6,14,0,7,0,0,2,17,5,3,0,11,0,0,3,133,1,2,0,0,0,2,0,0,5,0,0,3,0,1,0,0,0,5,0,1,0,0,18,0,0,1,7,1,0,5,5,0,0,5,3,1,0,2,36,16,1,7,12,0,0,3,7,1,0,1,8,43,0,4,2,4,4,1,13,2,3,0,2,3,2,2,0,5,0,1,8,0,0,20,1,0,0,1,1,0,2,5,6,2,0,7,0,5,0,0,0,0,0,6,5,0,0,1,4,2,0,2,3,0,0,2,0,11,11,2,2,1,3,0,0,0,13,0,4,3,0,4,2,2,0,5,5,0,0,2,2,1,0,0,1,2,47,0,0,1,2,1,0,3,0,3,1,0,16,0,2,20,2,5,4,0,0,0,7,2,0,4,8,0,0,1,106,0,1,2,26,0,0,12,30,3,0,0,73,3,0,8,1,0,0,3,16,0,0,1,4,0,0,0,10,0,23,0,13,2,2,4,0,9,0,2,57,0,0,2,5,9,2,3,3,0,0,1,1,0,1,5,34,0,0,0,18,0,0,7,0,0,0,1,13,0,0,10,13,1,0,3,0,0,0,5,3,0,0,3,16,6,653,4,4,2,0,2,24,0,0,3,8,3,0,2,0,0,0,1,21,23,0,10,0,2,7,17,1,0,6,3,3,0,7,1,1,0,3,0,5,13,4,4,0,2,5,2,0,2,1,20,2,0,18,9,0,0,11,0,77,0,4,98,4,19,3,0,0,1,0,0,3,0,7,26,67,96,2,7,5,0,9,39,5,0,13
"1330","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._JDR-2",5,11,0,0,29,10,11,64,0,21,0,23,2,0,0,29,23,0,63,1,41,17,4,0,29,32,0,1,65,22,53,68,19,0,0,0,1,40,10,8,0,55,11,4,0,36,44,8,0,52,18,1,0,49,9,42,1,3,19,17,0,0,4,27,0,18,40,37,0,23,0,25,1,37,13,17,0,36,47,10,60,1,0,27,20,1,0,16,6,7,0,10,6,0,0,14,39,21,4,59,54,2,1,23,17,3,0,37,30,0,0,6,3,34,8,0,31,1,5,2,0,20,27,11,0,59,0,3,4,0,0,17,4,20,0,118,25,5,0,9,8,4,0,22,1,3,0,38,39,20,5,23,12,0,0,27,6,1,14,11,13,17,0,32,0,23,7,4,3,37,46,3,0,0,5,0,47,5,0,19,10,0,0,41,17,1,0,20,25,12,3,0,21,48,52,55,0,33,2,4,0,24,0,44,11,3,36,1,1,29,0,53,24,15,0,27,8,0,0,24,36,1,0,44,24,4,3,11,4,0,0,47,33,53,4,1,61,3,25,10,42,45,0,64,55,4,0,5,5,0,0,13,17,1,3,0,13,2,6,19,0,36,0,51,82,3,0,49,5,3,0,2,10,0,0,19,1,0,0,38,48,25,4,26,26,0,0,9,12,12,0,13,23,4,0,22,10,12,0,17,33,2,3,32,22,0,0,50,43,0,0,39,68,5,6,42,40,0,14,18,4,5,0,5,6,1,10,37,6,0,1,70,9,90,41,15,8,2,43,16,2,0,16,1,1,0,47,11,7,0,24,19,19,3,26,49,32,19,29,18,6,1,30,23,0,0,11,0,0,0,5,92,7,0,10,11,3,29,4,1,15,0,28,17,25,66,47,23,30,0,23,4,10,0,46
"1331","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._lzh-N1",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0
"1332","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._RUD330",20,275,54,9,30,12,45,0,0,35,2,74,16,5,0,90,13,0,61,0,28,20,0,0,26,72,11,1,28,20,0,0,139,5,0,0,0,27,24,0,0,31,15,2,15,50,26,7,0,47,17,0,0,52,2,14,6,1,49,17,14,1,10,17,0,52,46,0,0,49,0,85,1,0,0,62,0,0,0,8,5,0,0,23,34,0,0,51,18,0,0,25,8,0,0,8,50,1,0,28,5,0,0,10,12,0,1,11,4,0,0,12,49,23,7,0,46,0,37,0,1,47,43,0,0,67,0,133,58,35,0,93,2,11,0,51,29,0,0,26,96,5,2,52,6,9,0,37,13,0,0,45,51,1,0,16,39,30,19,8,61,0,0,44,0,39,17,0,0,38,8,0,0,2,9,0,93,30,1,26,114,4,2,20,23,1,0,64,21,23,8,0,28,2,111,0,0,480,7,0,1,13,0,29,22,1,60,0,0,54,0,54,116,19,0,22,19,0,5,17,113,6,0,55,30,1,0,40,85,0,0,80,18,35,0,1,39,20,0,33,3,0,0,121,34,1,0,54,15,0,0,12,13,1,9,0,43,0,48,0,0,38,0,22,22,3,0,15,5,2,0,6,13,0,0,27,5,1,0,47,0,0,0,59,15,0,0,70,0,8,0,93,7,0,2,15,105,0,0,19,109,0,0,76,12,1,0,84,30,9,0,90,7,0,0,39,21,94,0,20,13,76,0,12,1,0,18,40,66,0,31,30,0,0,36,184,16,1,10,17,33,0,46,4,5,0,63,55,1,0,49,17,0,2,57,42,4,17,61,7,1,0,21,147,1,0,35,37,14,0,58,55,7,0,31,23,1,7,1,0,23,2,711,112,13,0,42,139,0,1,49,58,0,0,36
"1333","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._Y412MC10",6,0,0,0,3,4,0,0,0,26,0,13,5,0,5,4,0,0,32,0,57,4,0,0,67,7,1,0,46,6,0,0,4,0,0,0,0,14,0,0,0,8,2,1,0,6,21,0,0,9,1,0,17,18,0,37,12,0,2,69,1,0,39,46,0,35,0,12,0,6,0,3,0,0,0,5,0,0,0,7,0,0,0,18,1,0,0,18,0,1,0,45,0,1,0,1,2,8,0,13,9,20,0,8,0,0,0,22,23,0,0,3,4,25,21,5,6,0,35,0,3,19,1,1,0,43,0,2,66,4,2,3,0,0,0,34,3,0,0,125,12,4,5,27,8,24,9,64,0,0,0,36,3,2,0,6,9,8,5,9,0,0,0,16,0,73,6,2,13,8,0,0,0,0,44,0,18,1,0,5,3,8,0,52,3,0,0,16,0,0,1,1,17,0,3,1,0,13,0,1,1,5,0,11,51,10,3,0,0,12,10,9,8,0,0,1,10,1,0,4,19,0,0,22,60,0,0,7,3,0,0,40,6,37,0,0,13,1,0,2,0,0,0,13,7,0,0,26,1,0,6,4,11,0,0,0,2,12,20,0,0,14,0,4,9,3,0,3,5,0,0,1,4,0,0,13,152,0,0,19,13,14,5,57,1,0,0,3,0,0,0,4,5,0,0,4,8,2,1,2,4,9,0,5,17,1,0,4,11,0,0,5,0,0,18,30,2,0,0,3,0,9,5,0,33,0,6,6,26,0,0,48,0,0,18,8,0,0,202,2,1,0,5,14,2,0,27,4,0,0,30,71,6,21,35,0,0,4,7,1,0,2,1,14,14,2,8,2,0,0,4,0,0,4,17,13,166,5,3,0,4,5,33,7,0,0,8,101,1,2,12,0,1,0,9
"1334","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_stellifer",23,77,0,23,40,3,13,0,0,88,0,20,33,7,78,46,17,0,41,4,48,12,0,0,41,36,7,0,20,7,52,1,52,1,1,3,0,28,53,0,0,52,38,27,6,70,55,12,0,60,11,0,0,36,3,17,9,11,89,13,10,3,15,9,1,67,30,1,1,26,2,56,21,1,0,36,2,0,8,5,3,0,0,49,22,0,0,21,20,0,0,25,14,0,0,9,22,5,2,7,14,12,0,6,12,0,0,51,2,1,0,35,25,10,2,0,56,1,12,0,0,24,48,13,0,71,0,15,3,0,0,25,0,2,0,41,12,1,0,22,32,3,0,17,53,18,3,41,16,0,0,23,3,0,0,129,50,5,3,19,10,4,1,60,0,28,10,0,0,39,53,7,2,6,14,2,110,6,5,32,20,2,2,31,102,4,0,32,45,34,5,0,33,11,53,0,0,29,9,0,10,68,0,34,92,9,114,0,2,38,6,67,15,18,10,35,0,0,0,15,26,12,0,97,22,0,0,43,8,10,0,55,43,63,2,0,50,17,0,35,7,5,1,28,9,1,0,61,64,1,0,22,54,79,59,0,57,15,24,3,0,154,0,53,17,49,1,33,50,62,0,1,3,8,0,39,51,1,5,42,15,2,0,21,2,0,0,50,1,6,0,49,5,2,13,19,8,0,0,51,144,34,0,86,18,3,160,76,82,3,0,71,22,9,15,47,23,1,0,42,42,13,2,13,1,1,16,4,19,0,2,9,0,0,35,22,3,0,22,21,3,21,27,39,2,0,93,2,2,14,99,41,13,1,19,7,10,28,40,24,8,0,64,37,18,1,21,13,47,0,36,13,15,11,36,22,3,5,18,0,30,18,22,26,17,0,27,25,52,0,76,18,0,2,28
"1335","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_swuensis",3,2,0,1,18,6,4,0,0,23,0,20,2,2,0,17,2,0,27,0,41,2,0,0,8,4,12,0,17,11,0,0,10,0,3,0,0,32,1,0,0,24,16,0,1,29,0,2,0,16,6,0,0,45,2,0,1,4,50,11,0,1,0,1,0,10,66,0,0,14,0,22,3,0,0,46,0,0,0,5,2,0,0,17,37,0,0,26,3,0,0,48,1,0,0,4,1,3,1,17,1,0,1,1,5,0,0,11,10,1,0,18,32,33,9,1,70,0,1,0,11,13,3,0,0,12,3,2,24,0,0,6,0,0,0,12,1,0,0,9,9,1,0,15,10,0,0,18,20,0,0,36,5,0,0,18,7,0,0,7,0,0,0,12,0,13,7,0,0,21,5,0,0,3,1,0,39,4,0,11,18,0,0,5,0,1,0,35,6,3,0,0,37,0,13,1,0,10,141,1,0,7,0,27,3,0,9,0,0,33,0,22,2,0,0,1,0,0,0,18,31,0,0,32,11,116,1,8,3,0,0,36,1,2,0,0,30,0,0,16,1,1,0,15,61,0,0,13,1,0,0,9,3,3,222,0,7,0,5,1,0,22,0,6,31,9,0,6,6,21,0,0,5,2,0,13,3,0,0,4,54,1,1,16,7,0,0,10,0,0,0,1,2,0,1,13,67,0,0,0,11,1,0,4,1,0,0,28,20,3,0,12,9,0,0,27,11,1,0,17,6,1,0,5,0,0,16,5,0,0,3,3,0,1,45,17,0,0,4,6,3,0,15,0,0,0,5,6,0,0,20,16,9,0,14,3,0,17,27,6,0,0,12,18,0,0,12,2,37,0,11,5,6,0,42,7,0,1,0,0,5,0,21,7,0,0,22,2,3,0,12,14,0,0,33
"1336","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_terrae",6,10,2,2,8,2,3,21,0,11,0,13,2,0,51,11,10,0,41,3,10,14,2,0,99,4,3,1,20,1,6,0,8,4,1,13,0,4,10,6,0,16,9,14,0,21,0,97,0,15,5,2,31,14,11,1,3,95,26,8,5,0,0,5,0,6,18,0,0,9,0,15,3,2,1,12,1,8,0,7,52,1,0,9,21,11,0,26,4,1,0,6,2,2,0,3,18,11,0,5,20,9,0,6,13,0,0,9,61,57,0,7,15,22,30,1,19,0,4,6,2,9,24,3,20,20,8,10,0,0,0,14,1,0,0,55,0,1,2,8,4,0,0,6,2,10,0,11,0,0,0,13,36,0,0,18,9,4,0,6,5,32,0,9,0,25,6,2,0,5,4,1,0,0,6,0,35,0,1,16,1,0,0,10,3,9,0,33,16,3,1,0,9,11,26,0,0,13,6,12,0,26,0,22,78,51,3,1,0,14,28,20,4,1,0,12,2,1,0,30,12,35,0,49,24,1,3,24,63,60,0,39,46,5,9,0,71,3,0,18,4,1,0,18,22,0,1,1,3,0,0,9,16,13,57,1,5,10,20,30,0,30,0,11,4,3,1,8,22,30,0,5,1,0,0,11,5,0,0,31,6,13,0,10,26,1,0,10,2,0,0,1,6,0,7,11,2,21,4,15,15,2,0,15,6,1,0,10,18,2,561,20,6,1,0,13,16,1,0,6,1,1,0,1,0,0,2,119,21,0,30,7,1,1,16,5,0,0,13,14,2,236,16,3,2,0,13,9,7,7,12,7,0,0,4,1,1,7,4,0,15,0,25,11,0,0,17,3,53,0,19,8,6,3,7,17,0,8,1,2,60,0,21,9,24,0,66,5,0,0,15,6,2,0,24
"1337","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_xylanexedens",23,8,0,0,4,1,1,16,0,14,0,22,0,0,0,18,2,0,57,0,2,22,7,0,34,28,13,0,12,3,1,0,7,0,2,1,0,8,2,0,0,25,27,0,0,11,2,0,0,9,0,0,0,29,9,4,1,0,15,14,3,0,0,4,0,2,25,4,1,31,0,24,0,4,2,21,0,17,1,1,0,0,2,6,2,0,1,18,3,0,0,4,11,0,0,1,4,0,2,25,8,0,2,14,128,0,1,8,48,1,0,4,10,20,8,0,24,0,5,0,0,21,24,5,10,19,6,7,5,0,0,6,2,0,0,47,3,1,0,2,1,1,0,25,1,2,0,12,0,1,0,11,4,0,0,9,13,1,2,3,0,2,0,23,0,35,7,0,0,5,0,1,1,0,5,0,14,0,0,6,9,0,0,12,0,0,0,14,34,5,0,0,19,0,9,16,6,8,3,11,0,25,0,12,37,18,8,5,0,12,3,43,6,0,0,8,4,0,3,13,9,6,0,45,30,0,0,7,23,0,1,58,0,3,0,0,16,7,2,7,0,0,0,23,20,0,0,2,38,0,0,9,15,5,1,0,1,1,3,23,0,14,0,4,20,0,0,10,3,1,0,0,3,0,0,6,3,0,2,49,9,21,3,23,6,1,0,7,0,1,0,4,1,0,0,5,24,0,0,4,8,0,0,17,18,0,0,28,21,0,4,19,0,0,0,12,8,0,4,15,6,14,10,11,0,1,4,4,0,0,1,15,0,14,15,0,0,0,6,10,9,0,12,0,2,0,13,7,0,1,17,4,5,136,12,3,12,6,28,0,0,0,4,2,0,0,25,2,2,0,36,1,0,0,19,2,0,0,0,0,7,1,3,4,6,0,25,1,1,0,8,2,2,0,8
"1338","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_yonginensis",13,44,4,0,22,0,67,0,1,50,0,7,5,0,0,23,45,0,72,0,1,2,0,1,40,12,0,0,13,3,0,0,37,42,41,0,0,9,60,4,0,3,2,24,239,12,22,1,0,46,32,0,0,14,8,15,102,0,23,9,0,0,35,3,0,12,47,2,0,10,13,6,0,0,0,6,1,1,0,0,9,0,0,14,131,0,0,7,24,0,0,46,10,0,0,2,17,113,215,14,3,1,0,1,3,1,0,1,3,196,1,21,17,24,2,0,6,1,10,0,0,107,12,0,1,39,0,8,46,143,1,15,17,18,0,10,9,0,2,5,16,1,5,8,37,33,6,3,45,0,0,21,6,0,0,16,11,72,37,11,1,0,0,5,0,24,26,1,0,65,31,0,0,0,1,1,36,34,3,11,64,32,7,31,2,4,0,17,14,8,0,0,12,0,28,1,0,338,46,0,0,14,0,7,22,1,11,0,0,3,0,13,17,1,0,3,8,1,0,5,26,0,0,14,17,0,0,21,0,1,0,48,33,16,0,0,22,0,0,36,23,1,1,35,54,0,0,1,8,0,0,5,6,11,1,0,4,0,23,14,0,13,0,6,2,0,0,13,23,2,0,4,20,1,0,64,2,2,0,6,0,37,2,17,3,0,0,4,27,2,0,13,101,26,0,14,19,0,0,6,38,1,2,50,6,0,0,48,23,0,0,18,8,0,0,11,50,303,0,11,71,10,17,2,108,68,8,3,0,1,72,27,0,0,36,4,0,0,15,27,0,0,8,11,5,0,17,22,0,0,11,1,13,0,11,15,3,8,19,49,31,3,17,0,0,0,3,4,72,0,33,8,247,0,16,38,0,15,82,0,9,0,9,17,57,8,20,6,0,0,8,343,213,0,18
"1339","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Thermobacillus|s__Thermobacillus_composti",18,8,0,0,33,0,12,1,0,34,0,49,6,0,0,40,1,0,41,0,7,16,0,0,12,5,0,0,48,8,1,0,66,3,19,0,0,37,1,1,0,21,8,3,0,32,7,1,0,102,3,0,0,31,11,8,8,1,41,12,15,0,1,13,0,48,9,1,0,11,0,63,4,0,0,82,4,0,0,6,1,1,0,52,1,1,0,27,3,1,0,58,0,8,0,0,4,2,0,42,9,5,0,4,7,0,0,14,5,0,0,79,36,17,4,0,65,0,6,0,0,108,18,3,1,56,0,57,11,1,1,50,2,0,0,8,3,0,0,10,39,4,0,26,2,3,0,19,2,0,0,56,15,0,0,36,4,1,0,4,18,0,1,38,0,83,4,0,0,114,1,1,0,1,0,0,38,7,0,23,4,0,0,34,7,1,1,51,4,1,1,0,29,1,35,0,0,56,2,1,0,63,0,7,31,0,5,1,0,99,6,49,89,0,0,8,3,0,0,28,22,20,0,51,23,0,1,28,2,0,0,49,3,11,1,5,74,0,0,11,2,6,0,200,43,0,0,19,16,1,0,9,9,0,28,0,39,3,9,0,0,11,1,13,19,0,1,31,31,9,0,8,0,0,0,67,2,1,0,35,0,0,0,41,8,0,0,39,0,0,3,11,2,1,0,18,18,0,1,26,18,4,0,44,58,0,1,46,11,0,0,20,0,0,0,41,5,0,0,39,0,3,0,10,2,1,15,14,6,0,3,33,0,0,46,21,9,0,4,17,0,1,39,12,0,0,153,11,0,0,35,2,1,0,50,3,0,35,54,14,2,0,39,22,0,0,21,9,1,0,52,101,1,0,31,3,0,16,2,0,33,0,55,8,7,1,57,12,3,0,53,4,1,0,25
"1340","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Jeotgalibacillus|s__Jeotgalibacillus_malaysiensis",29,6,1,0,6,0,12,3,0,8,0,64,1,5,5,27,6,0,118,0,28,33,1,0,37,17,8,0,41,11,0,0,24,0,2,0,0,8,11,76,0,44,7,4,7,16,16,0,0,33,1,8,4,19,1,14,3,0,29,19,0,0,3,31,0,10,64,1,0,40,0,6,0,0,1,13,1,0,1,4,7,0,0,7,22,0,1,29,1,0,0,12,7,0,0,8,38,3,0,26,16,8,1,12,11,0,0,18,53,11,3,7,6,24,13,0,23,0,12,1,10,15,13,0,0,42,25,4,37,0,0,23,2,0,0,170,8,1,1,11,8,0,0,33,4,2,0,16,3,2,0,15,13,0,0,20,14,0,0,4,2,0,0,10,0,59,9,1,1,3,5,1,0,1,24,0,30,0,0,2,3,1,0,6,1,0,0,39,4,0,0,0,21,2,48,1,1,3,1,10,0,30,0,30,13,3,6,0,0,20,0,58,3,5,1,2,1,1,5,21,25,0,0,65,45,10,0,42,9,13,0,34,6,25,6,1,18,1,0,6,3,1,0,26,17,0,2,26,75,1,0,16,7,19,68,2,7,1,16,0,0,8,0,8,127,3,1,19,14,23,0,10,1,0,0,11,0,0,0,59,51,0,0,16,16,1,0,22,1,1,3,0,1,0,0,5,9,0,0,2,38,0,0,43,30,0,0,59,76,0,0,13,4,0,0,7,13,0,0,10,18,0,0,7,4,0,22,17,3,0,17,59,1,0,11,12,0,1,6,9,0,0,5,1,0,0,4,6,0,0,16,3,2,0,14,32,1,2,10,0,1,0,12,6,4,0,11,15,18,0,8,115,6,0,26,4,0,5,4,0,4,0,27,18,32,87,46,5,44,3,21,14,18,0,21
