OTU	C11_WGSerr_r1.sorted.bam	C11_WGSerr_r0.sorted.bam	C13_WGSerr_r1.sorted.bam	C1_WGSerr_r1.sorted.bam	C2_WGSerr_r0.sorted.bam	C9_WGSerr_r2.sorted.bam	C14_WGSerr_r1.sorted.bam	C11_WGSerr_r2.sorted.bam	C20_WGSerr_r0.sorted.bam	C6_WGSerr_r2.sorted.bam	C12_WGSerr_r2.sorted.bam	C19_WGSerr_r2.sorted.bam	C17_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C12_WGSerr_r1.sorted.bam	C7_WGSerr_r1.sorted.bam	C3_WGSerr_r2.sorted.bam	C9_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C17_WGSerr_r1.sorted.bam	C20_WGSerr_r1.sorted.bam	C1_WGSerr_r2.sorted.bam	C10_WGSerr_r2.sorted.bam	C5_WGSerr_r0.sorted.bam	C19_WGSerr_r1.sorted.bam	C2_WGSerr_r2.sorted.bam	C16_WGSerr_r2.sorted.bam	C8_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C13_WGSerr_r2.sorted.bam	C15_WGSerr_r1.sorted.bam	C14_WGSerr_r2.sorted.bam	C7_WGSerr_r0.sorted.bam	C9_WGSerr_r1.sorted.bam	C8_WGSerr_r1.sorted.bam	C5_WGSerr_r2.sorted.bam	C4_WGSerr_r1.sorted.bam	C17_WGSerr_r2.sorted.bam	C18_WGSerr_r1.sorted.bam	C4_WGSerr_r2.sorted.bam	C6_WGSerr_r0.sorted.bam	C3_WGSerr_r1.sorted.bam	C16_WGSerr_r0.sorted.bam	C10_WGSerr_r1.sorted.bam	C4_WGSerr_r0.sorted.bam	C16_WGSerr_r1.sorted.bam	C20_WGSerr_r2.sorted.bam	C15_WGSerr_r2.sorted.bam	C1_WGSerr_r0.sorted.bam	C8_WGSerr_r2.sorted.bam	C18_WGSerr_r2.sorted.bam	C7_WGSerr_r2.sorted.bam	C6_WGSerr_r1.sorted.bam	C2_WGSerr_r1.sorted.bam	C18_WGSerr_r0.sorted.bam	C5_WGSerr_r1.sorted.bam
GCF_000352585.1_Esch_coli_KTE135_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235	0	0	0	0	0	0.002752	0	0	0	0	0	0	0	0	0	0.00021	0	0.002772	0	0	0	0	0	0	0	0	0.001641	0	0	0	0	0	0	0.000764	0	7.1e-05	0.001329	0	0	0	0
GCF_000352665.1_Esch_coli_KTE144_V1_genomic.fna	0	0	0	0.00179	0	0	0	0	0.002111	0	0	0	0.00058	0	0.000847	0	0	0	0	0	0	0	0	0.000133	0	0	0	0	0	0.000238	0.00108	0.000297	0.002015	0	0	0	0	0.00046	0	0.001945	0	0.000693	0	0	0	0	0	0	0	0	0.000759	0	0	0	0	0	0	0	0.00023	0
GCF_000352685.1_Esch_coli_KTE146_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000352925.1_Esch_coli_KTE196_V1_genomic.fna	0.001024	0.001452	0	0	0.001089	0	0	0	0	0	0	0.000621	0	0	0	0	0	0	0	0	0.000104	0	0.000441	0	0	0	0	0	0.000561	0.000825	0	0.000895	0	0	8.7e-05	0	0	0	0	0	0	0	0	0	0	0.000337	0	0	0	0	0	0	0	0.00028	0	0	0	0	0.000208	0
GCF_000354795.1_ASM35479v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000354915.1_ASM35491v1_genomic.fna	0.08737	0.088715	0.045196	0.087317	0.134776	0.047253	0.212539	0.087446	0.086527	0.082787	0.169331	0.153642	0.094826	0.090162	0.167479	0.169387	0.092662	0.089156	0.045416	0.042431	0.042537	0.087107	0.085754	0.093781	0.046931	0.214646	0.155487	0.131856	0.133825	0.085094	0.209811	0.150859	0.090883	0.040801	0.093366	0.209306	0.094368	0.050002	0.089877	0.210731	0.041408	0.094279	0.120199	0.040669	0.085997	0.09279	0.132683	0.045525	0.039925	0.126572	0.085416	0.094777	0.085529	0.082653	0.130073	0.095524	0.085714	0.133252	0.122724	0.2136
GCF_000355075.1_ASM35507v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000355095.1_ASM35509v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000355315.1_ASM35531v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000355435.1_ASM35543v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4e-05	0	0	0	0	0	0	0	0.000238	0.000639	0	0	0	0	0	0	0	0
GCF_000355515.1_ASM35551v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000355575.1_ASM35557v1_genomic.fna	0.008907	0.006962	0.006235	0.013293	0.013185	0.004119	0	0.010313	0.009553	0.004818	0.009333	0	0.000917	0	0.010892	0.008274	0.014224	0.011009	0.002223	0.004965	0.001977	0	0.00238	0.013276	0.009006	0	0.006406	0.013443	0.008838	0.001396	0.004096	0.003296	0.010822	0.003487	0	0.002759	0.012161	0.001345	0	0.00532	0.004853	0.007999	0	0.010435	0.005909	0.010258	0.007332	0.005331	0.00539	0.009156	0.00462	0.000517	0.009122	0	0.00075	0.009593	0.004543	0.011165	0	0
GCF_000356045.1_ASM35604v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000356165.1_ASM35616v1_genomic.fna	0.00303	0	0	0	0.002332	0	0.002999	0.001345	0	0.00185	0.001028	0	0.000685	0.000172	0	0.003853	0	0	0	0	0.004475	0	0	0.000926	0	0.000195	0	0.000758	0.002689	0.003278	0.001773	0	0	0.000979	0	0.000922	0	0	0.003398	0.00128	0.003426	0	0.00228	0	0	0.001313	0.004706	0.001045	0	0.002646	0	0	0	0	0.00198	0	0.000132	0	0.001408	0.002468
GCF_000356665.1_ASM35666v1_genomic.fna	0.002457	0.003681	0.003145	0	0.000618	0.001114	0	0.002937	0.002738	0	0.000927	0.000921	0.001592	0.001547	0.00094	0.000702	0.0021	0.000248	0.001663	0.001519	0.001896	0.004886	0	0.004816	0.002742	0.001191	0.000937	8.4e-05	3e-04	0	0.001644	0	0	0.005674	0.0048	0.00057	0	0.001436	0.002069	0.001812	0	0.000447	0.000116	0	0.0047	0.000617	0.002673	0	0.000973	0.005292	0.001783	0	0.001196	0.001938	0	0.004166	0.004197	0.00523	0	0.002371
GCF_000357245.1_ASM35724v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000357885.1_ASM35788v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0.002069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000415	0	0	0	0	0	0	0	0	0
GCF_000359095.1_ASM35909v1_genomic.fna	0	0	0	0	0	0.002135	0	0	0	0.00115	0	0	0	0	0	0	0	0	0.003207	0	0	0	0	0	0	0	0.001301	0	0	0	0	0	0	0	0	0	0.004131	0.000235	0	0	0	0.000445	0	0	0	0.000308	0	0	0	0	0	0.001191	0.000304	0	0	0	0	0	0	0
GCF_000397565.1_Ec72_E1F3_TOP2396-3_120714_genomic.fna	0	0	0	0	0	0.001438	0	0	0	0	0.001892	0	0	0	0	0	0	0	0.000478	0	0	0	0	0	0	0	0	0	9.7e-05	0	8.3e-05	0	0	0	0	0	0.001085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228	0	0	0
GCF_000397725.1_Ec72_E1U1_TOP2386_MIRA_120724_genomic.fna	0.013167	0.013177	0.001751	0.010854	0.019004	0	0.032584	0.01642	0.009999	0.008625	0.026414	0.024784	0.012972	0.017159	0.030591	0.032235	0.008638	0.016103	0	0.006912	0.004367	0.016843	0.013773	0.014285	0.007088	0.042501	0.025426	0.020076	0.018607	0.011708	0.042807	0.029357	0.014414	0.006968	0.016202	0.036276	0.011506	0.005869	0.012518	0.040071	0.001681	0.018117	0.027813	0.004889	0.010522	0.011232	0.025223	0.001984	0.000607	0.020831	0.009814	0.01539	0.012044	0.014469	0.025627	0.009982	0.008124	0.012456	0.025919	0.037077
GCF_000398885.1_Esch_coli_KTE33_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000407825.1_Esch_coli_KTE19_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000472	0	0.001636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000651	0	0	0	0	0	0
GCF_000408045.1_Esch_coli_KTE41_V1_genomic.fna	0.013789	0.006326	0.009714	0.007043	0.015571	0.010236	0.002204	0.014291	0.004725	0.009053	0.015312	0.009195	0.006706	0.002949	0.015607	0.011165	0.015476	0.004889	0.003551	0.012551	0.008982	0.008605	0.013495	0.00889	0.007772	0.006756	0.008568	0.00614	0.01338	0.002766	0.004731	0.002762	0.004637	0.005665	0.009783	0.001579	0.01336	0.003864	0.008513	0.005907	0.01154	0.006304	0.006288	0.014956	0.007092	0.00612	0.015011	0.005883	0.014303	0.015845	0.009353	0.002193	0.006012	0.005162	0.010697	0.012231	0.007942	0.008889	0.009243	0.000198
GCF_000408085.1_Esch_coli_KTE185_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000408345.1_Esch_coli_KTE61_V1_genomic.fna	0	0	0	0	0	0.000132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000408465.1_Esch_coli_KTE73_V1_genomic.fna	0	0	0	0.000297	0	0	0	0	0	0	0	0	0.00093	0.004237	0	0	0	0	0	0	0	0.003354	0	0	0	0.002652	0.005664	0	0	0.000247	0	0.00679	0	0	0.003477	0.00216	0.00018	0.001032	0.000354	0.004896	0.001719	0.00046	0	0	0	0	0.001043	0	0.001076	0	0	0.000238	0.001967	0.00386	0.002068	0	0.001828	0	0.004815	0
GCF_000408545.1_Esch_coli_KTE98_V1_genomic.fna	0	0	0.00081	0	0	0	0	0	7.1e-05	0	0	0	0	0	0	0	0.000487	0	0	0	0	0	0	0	0	0	0	0	0.000158	0.000123	0	0	0	0.000295	0	0	0	0	0	0	0	0.000454	0	0	0	0	0	0	0	0	0.000258	0	0	0	0	0	0	0.000375	0	0.000186
GCF_000408565.1_Esch_coli_KTE100_V1_genomic.fna	0.05375	0.055602	0.023494	0.05276	0.058751	0.143469	0.060356	0.050816	0.030509	0.030985	0.030463	0.280132	0.082117	0.135839	0.029204	0.031313	0.058938	0.109209	0.141085	0.108541	0.027108	0.082574	0.030508	0.056789	0.107972	0.077501	0.278977	0.050364	0.033279	0.078158	0.059896	0.282035	0.111122	0.024394	0.144155	0.058835	0.06125	0.140212	0.077096	0.086444	0.02267	0.088365	0.085763	0.022834	0.028617	0.109876	0.030674	0.105898	0.026612	0.027393	0.027271	0.140469	0.05992	0.074417	0.076709	0.053516	0.031366	0.061539	0.080598	0.079882
GCF_000408585.1_Esch_coli_KTE102_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000408645.1_Esch_coli_KTE108_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000410675.1_ASM41067v1_genomic.fna	0	0	0	0	0	0	0	0	0.000281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000418595.1_E_coliMC6003-1.0_genomic.fna	0	0.000581	0	0	0	0.000641	0	0	0.000781	0	0.000422	0	0	0.00026	0	0	0	0	0	0	0.001832	0.000541	0.000814	0	0.001738	0	0.000415	0	0.00065	0.001031	0	0	0	0.000966	1.9e-05	0.00157	0	0	0	0	0.00057	0.000497	0.00123	0.000645	0	0.000262	0	0	0	0	0.001288	0.002786	0	0	0.000325	0	0	0	0	0
GCF_000446345.1_ASM44634v1_genomic.fna	0.001695	0	0.000623	0.00017	0	0.000689	0.000822	0.00122	0	0	0	0	0	0	0.000765	6.5e-05	0.000399	0	0	0	0	0	0	0.000456	0.001086	0.00091	0.000189	0	0.001367	0	0	0	0	0.00051	0	0	0.002004	0.00035	0.000969	0	0	0.001174	0	0	0	0	7.4e-05	0	0	0.000829	0.001033	0.000401	0.000972	0.000773	0	0	0.001152	0.00211	0.001408	0.000485
GCF_000446465.1_ASM44646v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000446525.1_ASM44652v1_genomic.fna	0.002818	0.000837	0	0	0	0	0	0.001513	0	0	0	0.000279	0	0	0	0	0	0	0	0	0	0.000168	0	0	0	0	0	0	0.000757	0	0	0	0	0.000536	0.000132	0	0	0	0.001422	0	0	0.002804	0	0	0	0	0	0	0	0.000629	0.000369	0	0	0	0	0.001447	0	0	0	0
GCF_000446785.1_ASM44678v1_genomic.fna	0.006012	0.000708	0	0	0.000128	0	0.006373	0.004464	0.002647	0	0.004005	0.011653	0.006956	0.00481	0.003875	0.005827	0	0.004403	0	0.003648	0.002494	0.006336	0.006466	0	0.000619	0.005563	0.011096	0	0.002167	0.001945	0.002014	0.010806	0.004053	0.000745	0.004526	0.006751	0	0	0.006085	0.002337	0	0.00169	0.007932	0	0	0.001288	0.002241	0.005619	0.001	0.004324	0.006584	0.004153	0	0	0.007201	0	0	0.000692	0.00832	0.006329
GCF_000446905.1_ASM44690v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000447125.1_ASM44712v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000447145.1_ASM44714v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000456345.1_Esch_coli_HVH_24_4-5985145_V1_genomic.fna	0	0.001766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001164	0	0	0	0	0.001618	0	0	0	0	0	0	0	0	0	0	0
GCF_000456705.1_Esch_coli_HVH_44_4-2298570_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229	0	0	0	0	0	0	0	0.000171	0	0	0	0	0	0	0	0	0.000923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4e-05	0	0
GCF_000457285.1_Esch_coli_HVH_90_4-3191362_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000458195.1_Esch_coli_HVH_147_4-5893887_V1_genomic.fna	0	0	0.001324	0	0	0	0.002629	0.001203	0.002357	0	0.004344	0	0.000816	0	0.001364	0	0	0	0.000139	0.001371	6e-06	0	0.000484	0	4e-05	0.001516	0	0	0	0	0	0	0	0.000456	0	0	0.000336	0.000888	0	0	0	0	0	0	0.001181	0	0.002399	0	0	0	0	0.002429	0	0	0	0	0.000213	0.003255	0	0
GCF_000458315.1_Esch_coli_HVH_155_4-4509048_V1_genomic.fna	0.040586	0.043505	0.089144	0.090262	0.088831	0.153005	0.076993	0.040718	0.13018	0.129841	0.128848	0.047211	0.043108	0.090855	0.127724	0.126642	0.042768	0.090124	0.152646	0.093949	0.085419	0.041306	0.129623	0.093541	0.095623	0.078274	0.046499	0.085893	0.037647	0.04134	0.081948	0.048225	0.093701	0.088981	0.089998	0.080969	0.044819	0.148053	0.038498	0.086206	0.040215	0.038263	0.12913	0.038102	0.133843	0.096158	0.038944	0.094184	0.040531	0.036096	0.13004	0.093386	0.091611	0.036989	0.135616	0.043633	0.13386	0.084903	0.133038	0.080928
GCF_000458915.1_Esch_coli_HVH_193_4-3331423_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-06	0	0	0.001543	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000458935.1_Esch_coli_HVH_194_4-2356805_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0.000457	0.001175	0	0	0	0	0	0	0	0.000879	0	0	0.000492	0	0	0.000142	0	0	0	0	0	0	0	0	0	0.000472	0	0	0	0.000575	0	0	0	0	0	5e-06	0	0	0	0	0	0.00096	0	0	0.000497	0	0	0.000181	0
GCF_000459315.1_Esch_coli_HVH_213_4-3042928_V1_genomic.fna	0	0	0	0	0	0	0	0.000327	0	0.000159	0	0	0	0.000296	0.00013	0	0	0	0	0.001499	0	0	0	0	0.000978	0	0	0	0	0	0	0	0.000236	0.001021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000459675.1_Esch_coli_KOEGE_40_102a_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000459855.1_Esch_coli_KOEGE_71_186a_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000460035.1_Esch_coli_UMEA_3052-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000460155.1_Esch_coli_UMEA_3108-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000460255.1_Esch_coli_UMEA_3124-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000460395.1_Esch_coli_UMEA_3155-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000460575.1_Esch_coli_UMEA_3175-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2e-05	0	0	0	0	0
GCF_000460735.1_Esch_coli_UMEA_3200-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9e-05	0	0	0	0
GCF_000460755.1_Esch_coli_UMEA_3201-1_V1_genomic.fna	0	0	0.003007	0	0.003361	0	0	0	0	0.008149	0	0.000879	0	0.001927	0.000648	0.002285	8e-06	0.002457	0.000618	0	0.001442	0.004054	0	0	0	0.001712	0	0.001828	0.002028	0.004048	0.002455	0	0	0.002877	0	0.002252	0.000704	0.001562	0.002555	0.008405	0.000392	0	0.004224	0	0.011268	0.001483	0	0	0	0	0.002076	0	0.002914	0.004648	0	0.004545	0.005223	0.006857	0	0.008653
GCF_000460935.1_Esch_coli_UMEA_3221-1_V1_genomic.fna	0	0.000277	0	0.000249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000597	0	0	0	0	0	0	0	0	0	0	0	0	0.000869	0	0	0	0	0.002154	0
GCF_000461475.1_Esch_coli_UMEA_3656-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001198	0	0	0	0	0
GCF_000461615.1_Esch_coli_UMEA_3703-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000461675.1_Esch_coli_UMEA_3718-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000302	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000461695.1_Esch_coli_UMEA_3805-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0.002684	0	0	0	0.000265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000863	0	0	0	0	0.000169	0	0	0	0	0	0	0.000179	0	0	0	0	0	0	0	0	0.000242	0	0	0.000961	0	0	0	0	0
GCF_000461855.1_Esch_coli_UMEA_4076-1_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000668	0
GCF_000485655.1_ASM48565v1_genomic.fna	0	0.000221	0	0.000186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003315	0	0	0	0	0.001457	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000488015.1_Esch_coli_HVH_50_4-2593475_V1_genomic.fna	0	0	0	0	0	0	0.002293	1.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-06	0	0	0	0.001958	0	0	0	0.000603	0	0	0	0	0.000122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176	0.00082	0.002184	0	0	0	0	0	0	0	0.000355
GCF_000488095.1_Esch_coli_UMEA_3290-1_V1_genomic.fna	0.265788	0.265991	0.263863	0.051142	0.158442	0.116351	0.152898	0.266362	0.158143	0.157557	0.100901	0.060201	0.219924	0.169587	0.100116	0.098802	0.110373	0.166754	0.114454	0.161622	0.265325	0.221449	0.154013	0.053411	0.168935	0.101743	0.06064	0.158614	0.20925	0.262604	0.153924	0.059729	0.164917	0.26629	0.170819	0.154776	0.110839	0.109496	0.266417	0.100875	0.099825	0.220677	0.317419	0.098335	0.158647	0.166302	0.208096	0.16611	0.098804	0.207272	0.155388	0.168216	0.049194	0.26355	0.318758	0.108144	0.15388	0.159738	0.317756	0.103014
GCF_000488355.1_ASM48835v1_genomic.fna	0	0	0	0	0	0	0	0	0.000318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000488415.1_ASM48841v1_genomic.fna	0	0.003033	0	0	0	0	0	0	0	0	0	0	0	0.000885	0	0	0	0	0.002305	0	0.001517	0.002452	0	0.000603	0.000655	0	0.003163	0	0	0	0	0.000557	0	0.000519	0.00412	0	0	0	0.001445	0	0	0.002565	0	0	0	0	0	0	0	0	0	0.003307	0	0	0	0	0	0	0	0
